S.No,University Name,State/UT,Type,Year Established
7652,"Supaul College of Engineering, Supaul",Unknown,Unknown,
7653,"Supraja Institute of Technology and Science, Warangal",Unknown,Unknown,
7654,"Surabhi College of Engineering and Technology, Bhopal",Unknown,Unknown,
7655,"Suraj College of Engineering and Technology, Mahendragarh",Unknown,Unknown,
7656,"Surajmal Agarwal College of Polytechnic, Kichha",Unknown,Unknown,
7657,"Surajmal College of Engineering and Management, Kichha",Unknown,Unknown,
7658,"Surendra Institute of Engineering and Management, Siliguri",Unknown,Unknown,
7659,"Surendranath Evening College, Kolkata",Unknown,Unknown,
7660,"Suresh Deshmukh College of Engineering, Wardha",Unknown,Unknown,
7661,"Surya College of Engineering and Technology, Villupuram",Unknown,Unknown,
7662,"Surya College of Engineering, Tiruchirappalli",Unknown,Unknown,
7663,"Surya College of Technical Studies, Lucknow",Unknown,Unknown,
7664,"Surya Engineering College, Erode",Unknown,Unknown,
7665,"Surya Polytechnic College, Kanyakumari",Unknown,Unknown,
7666,"Surya Polytechnic College, Villupuram",Unknown,Unknown,
7667,"Suryodaya College of Engineering and Technology, Nagpur",Unknown,Unknown,
7668,"Sushila Devi Bansal College of Engineering, Indore",Unknown,Unknown,
7669,"Sushila Devi Bansal College of Technology, Indore",Unknown,Unknown,
7670,"Sushree Institute of Technical Education, Balangir",Unknown,Unknown,
7671,"Suthanthira Polytechnic College, Sivagangai",Unknown,Unknown,
7672,"SUVR and SR Government Polytechnic College for Women, Ethamukkala",Unknown,Unknown,
7673,"Suyash Institute of Information Technology, Gorakhpur",Unknown,Unknown,
7674,"SVA College of Polytechnic, Namakkal",Unknown,Unknown,
7675,"SV College of Engineering and Technology, Moinabad",Unknown,Unknown,
7676,"SV College of Engineering, Puttur",Unknown,Unknown,
7677,"S Veerasamy Chettiar College of Engineering and Technology, Tirunelveli",Unknown,Unknown,
7678,"S Veerasamy Chettiar Polytechnic College, Puliyangudi",Unknown,Unknown,
7679,"SV Institute of Engineering and Technology, Moinabad",Unknown,Unknown,
7680,"SVKM's Shri Bhagubhai Mafatlal Polytechnic and College of Engineering, Mumbai",Unknown,Unknown,
7681,"SVM Technical Institute, Pratapgarh",Unknown,Unknown,
7682,"SVPM's College of Engineering, Pune",Unknown,Unknown,
7683,"SVR Engineering College, Nandyal",Unknown,Unknown,
7684,"SVS College of Engineering, Coimbatore",Unknown,Unknown,
7685,"SVS Polytechnic College, Namakkal",Unknown,Unknown,
7686,"S-Vyasa University Global City Campus, Bengaluru",Unknown,Unknown,
7687,"Swami Darshnanand Institute of Management and Technology Polytechnic, Haridwar",Unknown,Unknown,
7688,"Swami Devi Dyal College of Technical Education, Panchkula",Unknown,Unknown,
7689,"Swami Devi Dyal Institute of Engineering and Technology, Panchkula",Unknown,Unknown,
7690,"Swami Devi Dyal Institute of Engineering, Barwala",Unknown,Unknown,
7691,"SKIT Jaipur - Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur",Unknown,Unknown,
7692,"Swami Keshwanand Institute of Technical Education, Sikar",Unknown,Unknown,
7693,"Swami Krishnajivandasji Institute of Technology, Ahmedabad",Unknown,Unknown,
7694,"Swaminarayan College of Engineering and Technology, Kalol",Unknown,Unknown,
7695,"Swaminarayan Siddhanta Institute of Technology, Nagpur",Unknown,Unknown,
7696,"Swami Nithyananda Polytechnic College, Kanhangad",Unknown,Unknown,
7697,"Swami Parmanand College of Engineering and Technology, Mohali",Unknown,Unknown,
7698,"Swami Parmanand Engineering College, Mohali",Unknown,Unknown,
7699,"Swami Ramananda Tirtha Institute of Science and Technology, Nalgonda",Unknown,Unknown,
7700,"Swami Sachchidanand Polytechnic College, Visnagar",Unknown,Unknown,
7701,"Swami Sahajanand College of Commerce and Management, Bhavnagar",Unknown,Unknown,
7702,"Swami Sahajanand Polytechnic Institute, Azamgarh",Unknown,Unknown,
7703,"Swami Sarvanand Institute of Engineering and Technology, Dinanagar",Unknown,Unknown,
7704,"Swami Satyanand Colleges of Management and Technology, Amritsar",Unknown,Unknown,
7705,"Swami Swatantranand Memorial College, Gurdaspur",Unknown,Unknown,
7706,"SVIST Kolkata - Swami Vivekananda Institute of Science and Technology, Kolkata",Unknown,Unknown,
7707,"SVIT College Secunderabad - Swami Vivekananda Institute of Technology, Secunderabad",Unknown,Unknown,
7708,"Swami Vivekananda Polytechnic College, Perambalur",Unknown,Unknown,
7709,"Swami Vivekanand College of Agricultural Engineering and Technology and Research Station, Raipur",Unknown,Unknown,
7710,"SVCE Indore - Swami Vivekanand College of Engineering, Indore",Unknown,Unknown,
7711,"SVCST Bhopal - Swami Vivekanand College of Science and Technology, Bhopal",Unknown,Unknown,
7712,"Swami Vivekanand Institute of Engineering and Technology, Patiala",Unknown,Unknown,
7713,"Swami Vivekanand Institute of Polytechnic, Latur",Unknown,Unknown,
7714,"Swami Vivekanand Institute of Technology, Sagar",Unknown,Unknown,
7715,"Swami Vivekanand Institute of Technology, Solapur",Unknown,Unknown,
7716,"Swami Vivekanand Polytechnic College, Patiala",Unknown,Unknown,
7717,"Swamy Abedhanandha Polytechnic College, Tiruvannamalai",Unknown,Unknown,
7718,"Swamy Vivekananda Engineering College, Vizianagaram",Unknown,Unknown,
7719,"Swarna Bharathi College of Engineering, Khammam",Unknown,Unknown,
7720,"SBIT Khammam - Swarna Bharathi Institute of Science and Technology, Khammam",Unknown,Unknown,
7721,"Swarnadhara College of Engineering and Technology, Narsapur",Unknown,Unknown,
7722,"Swarnandhra College of Engineering and Technology, Narsapur",Unknown,Unknown,
7723,"Swarnandhra Institute of Engineering and Technology, Narasapur",Unknown,Unknown,
7724,"Swarnandhra Institute of Engineering and Technology, Narsapur",Unknown,Unknown,
7725,"Swarrnim Institute of Design, Gandhinagar",Unknown,Unknown,
7726,"Swarrnim Institute of Technology, Gandhinagar",Unknown,Unknown,
7727,"Swasthya Kalyan Polytechnic College, Jaipur",Unknown,Unknown,
7728,"Swasthya Kalyan Women Polytechnic College, Tonk",Unknown,Unknown,
7729,"SITS Hyderabad - Swathi Institute of Technology and Sciences, Hayathnagar",Unknown,Unknown,
7730,"Swetha Institute of Technology and Science for Women, Tirupati",Unknown,Unknown,
7731,"SITS Tirupati - Swetha Institute of Technology and Science, Tirupati",Unknown,Unknown,
7732,"Syamaladevi Institute of Technology for Women, Kurnool",Unknown,Unknown,
7733,"Syamaprasad College, Kolkata",Unknown,Unknown,
7734,"Syamsundar College, Burdwan",Unknown,Unknown,
7735,"SIMSREE Mumbai - Sydenham Institute of Management Studies, Research and Entrepreneurship Education, Mumbai",Unknown,Unknown,
7736,"Syed Ammal Engineering College, Ramanathapuram",Unknown,Unknown,
7737,"Syed Hashim College of Science and Technology, Siddipet",Unknown,Unknown,
7738,"Sylvan Polytechnic College, Bardhaman",Unknown,Unknown,
7739,"Symbiosis Artificial Intelligence Institute, Pune",Unknown,Unknown,
7740,"SID Pune - Symbiosis Institute of Design, Pune",Unknown,Unknown,
7741,"Symbiosis Institute of Geoinformatics, Pune",Unknown,Unknown,
7742,"Symbiosis Institute of Technology and Science, Hyderabad",Unknown,Unknown,
7743,"Symbiosis Institute of Technology, Hyderabad",Unknown,Unknown,
7744,"Symbiosis Institute of Technology, Nagpur",Unknown,Unknown,
7745,"SIT Pune - Symbiosis Institute of Technology, Pune",Unknown,Unknown,
7746,"Synergy Institute of Engineering and Technology, Dhenkanal",Unknown,Unknown,
7747,"Synergy Institute of Technology, Bhubaneswar",Unknown,Unknown,
7748,"Synergy Institute of Technology, Dewas",Unknown,Unknown,
7749,"Tadipatri Engineering College, Tadipatri",Unknown,Unknown,
7750,"TEC Chennai - Tagore Engineering College, Chennai",Unknown,Unknown,
7751,"Tagore Engineering College, Nagaur",Unknown,Unknown,
7752,"Tagore Institute of Engineering and Technology, Salem",Unknown,Unknown,
7753,"Tagore Institute of Research and Technology, Gurgaon",Unknown,Unknown,
7754,"Takshashila Institute of Engineering and Technology, Amravati",Unknown,Unknown,
7755,"Takshshila Institute of Engineering and Technology, Jabalpur",Unknown,Unknown,
7756,"Talent Institute of Architecture, Malappuram",Unknown,Unknown,
7757,"Taliparamba Arts and Science College, Kanhirangad",Unknown,Unknown,
7758,"Talla Padmavathi College of Engineering, Warangal",Unknown,Unknown,
7759,"Tamilnadu College of Engineering, Coimbatore",Unknown,Unknown,
7760,"Tamilnadu Government Polytechnic College, Madurai",Unknown,Unknown,
7761,"Tamizhan College of Engineering and Technology, Kanyakumari",Unknown,Unknown,
7762,"Tara Tarini College, Purushottampur",Unknown,Unknown,
7763,"Tata Institute of Social Sciences, School of Vocational Education, Mumbai",Unknown,Unknown,
7764,"Tatva Institute of Technological Studies, Modasa",Unknown,Unknown,
7765,"TKIET Warananagar - Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",Unknown,Unknown,
7766,"Tatyasaheb Kore Institute of Engineering and Technology Polytechnic, Warananagar",Unknown,Unknown,
7767,"Tawi Engineering College, Pathankot",Unknown,Unknown,
7768,"Tayyib Muslim Polytechnic College, Kadapa",Unknown,Unknown,
7769,"TPI Hooghly - Technique Polytechnic Institute, Hooghly",Unknown,Unknown,
7770,"Techno College of Engineering, Agartala",Unknown,Unknown,
7771,"Technocrats Institute of Technology Advance, Bhopal",Unknown,Unknown,
7772,"Technocrats Institute of Technology and Science, Bhopal",Unknown,Unknown,
7773,"TIT Bhopal - Technocrats Institute of Technology, Bhopal",Unknown,Unknown,
7774,"Technocrats Institute of Technology Computer Science and Engineering, Bhopal",Unknown,Unknown,
7775,"Technocrats Institute of Technology Excellence, Bhopal",Unknown,Unknown,
7776,"Techno Engineering College, Banipur",Unknown,Unknown,
7777,"Techno Engineering College, Indore",Unknown,Unknown,
7778,"Techno India NJR Institute of Technology, Udaipur",Unknown,Unknown,
7779,"TERII Kurukshetra - Technology Education and Research Institute, Kurukshetra",Unknown,Unknown,
7780,"Teegala Krishna Reddy Engineering College, Hyderabad",Unknown,Unknown,
7781,"Teerthanker Mahaveer College of Computing Sciences and Information Technology, Moradabad",Unknown,Unknown,
7782,"Tejaa Shakthi Institute of Technology for Women, Coimbatore",Unknown,Unknown,
7783,"Tek Chand Mann College of Engineering, Sonipat",Unknown,Unknown,
7784,"Tellakula Jalayya Polisetty Somasundaram College, Guntur",Unknown,Unknown,
7785,"TempleCity Institute of Technology and Engineering, Khordha",Unknown,Unknown,
7786,"Tenali Engineering College, Tenali",Unknown,Unknown,
7787,"Terna Public Charitable Trust's College of Engineering, Osmanabad",Unknown,Unknown,
7788,"Terna Engineering college, Nerul - Terna Public Charitable Trust's Terna Engineering College, Nerul",Unknown,Unknown,
7789,"Thaai Polytechnic College, Vadipatti",Unknown,Unknown,
7790,"TSEC Mumbai - Thadomal Shahani Engineering College, Mumbai",Unknown,Unknown,
7791,"TCET Mumbai - Thakur College of Engineering and Technology, Mumbai",Unknown,Unknown,
7792,"Thakur Institute of Aviation Technology, Mumbai",Unknown,Unknown,
7793,"TSEC Burhanpur - Thakur Shivkumarsingh Memorial Engineering College, Burhanpur",Unknown,Unknown,
7794,"Thakur Shivkumarsingh Memorial Polytechnic College, Burhanpur",Unknown,Unknown,
7795,"Thakur Shyamnarayan Engineering College, Mumbai",Unknown,Unknown,
7796,"Thamirabharani Engineering College, Tirunelveli",Unknown,Unknown,
7797,"Thanapandiyan Polytechnic College, Madurai",Unknown,Unknown,
7798,"Thandra Paparaya Institute of Science and Technology, Vizianagaram",Unknown,Unknown,
7799,"Thangam Muthu Polytechnic College, Theni",Unknown,Unknown,
7800,"Thangavelu Engineering College, Chennai",Unknown,Unknown,
7801,"Thanthai Periyar EV Ramasamy Government Polytechnic College, Vellore",Unknown,Unknown,
7802,"TPGIT Vellore - Thanthai Periyar Government Institute of Technology, Vellore",Unknown,Unknown,
7803,"Thanthai Roever Institute of Polytechnic College, Perambalur",Unknown,Unknown,
7804,"Thapar Polytechnic College, Patiala",Unknown,Unknown,
7805,"THDC-IHET Tehri - THDC Institute of Hydro Power Engineering and Technology, Tehri",Unknown,Unknown,
7806,"The Bombay Flying Club's College of Aviation, Mumbai",Unknown,Unknown,
7807,"Theem College of Engineering, Thane",Unknown,Unknown,
7808,"Thejus College of Architecture, Thrissur",Unknown,Unknown,
7809,"Thejus Engineering College, Thrissur",Unknown,Unknown,
7810,"The Karur Polytechnic College, Karur",Unknown,Unknown,
7811,"The Kavery College of Engineering, Salem",Unknown,Unknown,
7812,"The Kavery Engineering College, Salem",Unknown,Unknown,
7813,"The Kavery Institute of Technology, Salem",Unknown,Unknown,
7814,"The Kavery Polytechnic College, Salem",Unknown,Unknown,
7815,"The Kevin College, Tirunelveli",Unknown,Unknown,
7816,"The Kongu Polytechnic College, Salem",Unknown,Unknown,
7817,"The National Degree College, Jayanagar",Unknown,Unknown,
7818,"NIE Mysore - The National Institute of Engineering, Mysore",Unknown,Unknown,
7819,"NHIT Durgapur - The New Horizons Institute of Technology, Durgapur",Unknown,Unknown,
7820,"The New Royal College of Engineering and Technology, Kancheepuram",Unknown,Unknown,
7821,"Theni College of Arts and Science, Theni",Unknown,Unknown,
7822,"TKSCTE Theni - Theni Kammavar Sangam College of Technology, Theni",Unknown,Unknown,
7823,"Theni Kammavar Sangam Polytechnic College, Theni",Unknown,Unknown,
7824,"The Oxford College of Engineering, Bangalore",Unknown,Unknown,
7825,"The Oxford College of Science, Bangalore",Unknown,Unknown,
7826,"The Peoples Education Society's Diploma College of Engineering and Technology, Ahmednagar",Unknown,Unknown,
7827,"The Royal Group of Colleges, Mansa",Unknown,Unknown,
7828,"The Salem Polytechnic College, Salem",Unknown,Unknown,
7829,"The Surabi College of Polytechnic, Namakkal",Unknown,Unknown,
7830,"TIT&S - The Technological Institute of Textile and Sciences, Bhiwani",Unknown,Unknown,
7831,"The Tipsglobal Institute, Coimbatore",Unknown,Unknown,
7832,"Thevanesam Erudhaya Ammal Polytechnic College, Vilathikulam",Unknown,Unknown,
7833,"The Vazir Sultan College of Engineering, Khammam",Unknown,Unknown,
7834,"The Yenepoya Institute of Arts, Science, Commerce and Management, Mangalore",Unknown,Unknown,
7835,"Thiagarajar College, Madurai",Unknown,Unknown,
7836,"TCE Madurai - Thiagarajar College of Engineering, Madurai",Unknown,Unknown,
7837,"Thiagarajar Polytechnic College, Salem",Unknown,Unknown,
7838,"Thiagarajar Polytechnic College, Thrissur",Unknown,Unknown,
7839,"Thirumagal Polytechnic College, Kanchipuram",Unknown,Unknown,
7840,"Thirumalai Engineering College, Kancheepuram",Unknown,Unknown,
7841,"Thirumalai Madhanur Polytechnic College, Vellore",Unknown,Unknown,
7842,"Thirumalai Polytechnic College, Kanchipuram",Unknown,Unknown,
7843,"Thirumathi Elizabeth Polytechnic College, Perambalur",Unknown,Unknown,
7844,"Thiru Ramakrishna Nallammai Polytechnic College, Tiruppur",Unknown,Unknown,
7845,"Thiru Seven Hills Polytechnic College, Chennai",Unknown,Unknown,
7846,"TCET Vandavasi - Thiruvalluvar College of Engineering and Technology, Vandavasi",Unknown,Unknown,
7847,"Thiruvalluvar Polytechnic College, Madurai",Unknown,Unknown,
7848,"Tippu Shaheed Institute of Technology, Hubli",Unknown,Unknown,
7849,"TEC Hyderabad - Tirumala Engineering College, Keesara",Unknown,Unknown,
7850,"Tirumala Engineering College, Narasaraopet",Unknown,Unknown,
7851,"Tirumala Polytechnic College, Tiruvannamalai",Unknown,Unknown,
7852,"Tirupati College of Engineering, Lucknow",Unknown,Unknown,
7853,"Tirupati College of Polytechnic and Pharmacy, Ratia",Unknown,Unknown,
7854,"Tiruttani Polytechnic College, Tiruvallur",Unknown,Unknown,
7855,"TIT College, Bhopal",Unknown,Unknown,
7856,"TJ Institute of Technology, Chennai",Unknown,Unknown,
7857,"T John Institute of Technology, Bangalore",Unknown,Unknown,
7858,"TJPS College, Guntur",Unknown,Unknown,
7859,"TJS Engineering College, Thiruvallur",Unknown,Unknown,
7860,"TJS Polytechnic College, Thiruvallur",Unknown,Unknown,
7861,"TKMCE - TKM College of Engineering, Kollam",Unknown,Unknown,
7862,"TKM Kollam - TKM Institute of Technology, Kollam",Unknown,Unknown,
7863,"TKR College of Engineering and Technology, Hyderabad",Unknown,Unknown,
7864,"TMG College of Arts and Science, Chennai",Unknown,Unknown,
7865,"TIST Ernakulam - Toc H Institute of Science and Technology, Ernakulam",Unknown,Unknown,
7866,"Tolani Maritime Institute, Induri",Unknown,Unknown,
7867,"Tolani Maritime Institute, Mumbai",Unknown,Unknown,
7868,"TOMS College of Engineering and Polytechnic, Mattakkara",Unknown,Unknown,
7869,"Tontadarya College of Engineering, Gadag",Unknown,Unknown,
7870,"TR Abhilashi Memorial Institute of Engineering and Technology, Mandi",Unknown,Unknown,
7871,"Translam Institute of Technology and Management, Meerut",Unknown,Unknown,
7872,"Travancore Engineering College, Kollam",Unknown,Unknown,
7873,"Trichy Engineering College, Tiruchirappalli",Unknown,Unknown,
7874,"Triguna Sen School of Technology, Assam University, Silchar",Unknown,Unknown,
7875,"Trimurti Institute of Technology Polytechnic, Jalgaon",Unknown,Unknown,
7876,"Trinity Academy of Engineering, Pune",Unknown,Unknown,
7877,"Trinity College of Architecture, Pune",Unknown,Unknown,
7878,"Trinity College of Engineering and Research, Pune",Unknown,Unknown,
7879,"TCET Karim Nagar - Trinity College of Engineering and Technology, Karim Nagar",Unknown,Unknown,
7880,"Trinity College of Engineering and Technology, Peddapalli",Unknown,Unknown,
7881,"Trinity College of Engineering, Thiruvananthapuram",Unknown,Unknown,
7882,"TIIPS Greater Noida - Trinity Institute of Innovations in Professional Studies, Greater Noida",Unknown,Unknown,
7883,"Trinity Institute of Technology and Research, Bhopal",Unknown,Unknown,
7884,"Trinity Polytechnic, Pune",Unknown,Unknown,
7885,"Tripura Institute of Technology, Agartala",Unknown,Unknown,
7886,"Trivenidevi Bhalotia College, Burdwan",Unknown,Unknown,
7887,"TR Memorial College of Engineering and Research, Budgam",Unknown,Unknown,
7888,"TRR College of Engineering and Technology, Patancheru",Unknown,Unknown,
7889,"TRR College of Engineering, Patancheru",Unknown,Unknown,
7890,"TRR College of Technology, Hyderabad",Unknown,Unknown,
7891,"TRR Engineering College for Women, Patancheru",Unknown,Unknown,
7892,"TRR Engineering College, Patancheru",Unknown,Unknown,
7893,"Truba College of Science and Technology, Bhopal",Unknown,Unknown,
7894,"TRUBA Institute of Engineering and Information Technology, Bhopal",Unknown,Unknown,
7895,"TSM Jain College of Technology, Villupuram",Unknown,Unknown,
7896,"TSR and TBK Degree College, Visakhapatnam",Unknown,Unknown,
7897,"BSCOER Narhe Pune - TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Unknown,Unknown,
7898,"TS Srinivasan Centre For Polytechnic College and Advanced Training, Chennai",Unknown,Unknown,
7899,"TTAADC Polytechnic Institute, Tripura",Unknown,Unknown,
7900,"Tudi Narasimha Reddy Institute of Technology and Science, Hyderabad",Unknown,Unknown,
7901,"Tudi Ram Reddy Institute of Technology and Science, Bibinagar",Unknown,Unknown,
7902,"Tudi Ram Reddy Institute of Technology and Science, Hyderabad",Unknown,Unknown,
7903,"Tula's Institute Dehradun - Tula's Institute, Dehradun",Unknown,Unknown,
7904,"Tulsiramji Gaikwad-Patil College of Architecture, Nagpur",Unknown,Unknown,
7905,"TGPCET Nagpur - Tulsiramji Gaikwad Patil College of Engineering and Technology, Nagpur",Unknown,Unknown,
7906,"Turbomachinery Institute of Technology and Sciences, Hyderabad",Unknown,Unknown,
7907,"TVR Polytechnic College, Sondipudi",Unknown,Unknown,
7908,"UCP Institute of Technology, Sardar Vallabhbhai Global University, Ahmedabad",Unknown,Unknown,
7909,"Udaya Polytechnic College, Kanyakumari",Unknown,Unknown,
7910,"Udayraj Singh Rampyari Institute of Science and Technology, Azamgarh",Unknown,Unknown,
7911,"Udhayam Polytechnic College, Rameswaram",Unknown,Unknown,
7912,"UEC Ujjain - Ujjain Engineering College, Ujjain",Unknown,Unknown,
7913,"Ujjain Polytechnic College, Ujjain",Unknown,Unknown,
7914,"UKF College of Engineering and Technology, Kollam",Unknown,Unknown,
7915,"Ultra Arts and Science College, Madurai",Unknown,Unknown,
7916,"ULTRA College of Engineering and Technology, Madurai",Unknown,Unknown,
7917,"Uma Nath Singh Institute of Engineering and Technology, Jaunpur",Unknown,Unknown,
7918,"Umrao Technological Institute Polytechnic, Fatehpur",Unknown,Unknown,
7919,"UC College Aluva - Union Christian College, Aluva",Unknown,Unknown,
7920,"Union Christian Polytechnic College, Kuttaicode",Unknown,Unknown,
7921,"Unitech Institute of Engineering and Technology, Mirzapur",Unknown,Unknown,
7922,"United College of Engineering and Management, Allahabad",Unknown,Unknown,
7923,"UCER Allahabad - United College of Engineering and Research, Allahabad",Unknown,Unknown,
7924,"UGI Greater Noida - United College of Engineering and Research, Greater Noida",Unknown,Unknown,
7925,"United Institute of Designing, Swaroop Nagar, Kanpur",Unknown,Unknown,
7926,"United Institute of Technology, Allahabad",Unknown,Unknown,
7927,"United Institute of Technology, Coimbatore",Unknown,Unknown,
7928,"UID Ahmedabad - Unitedworld Institute of Design, Ahmedabad",Unknown,Unknown,
7929,"UID Delhi NCR - Unitedworld Institute of Design, Delhi NCR Campus, Gurgaon",Unknown,Unknown,
7930,"Unitedworld Institute of Technology, Gandhinagar",Unknown,Unknown,
7931,"UCOER Pune - Universal College of Engineering and Research, Pune",Unknown,Unknown,
7932,"UCET Gandhi Nagar - Universal College of Engineering and Technology, Gandhinagar",Unknown,Unknown,
7933,"UCET Guntur - Universal College of Engineering and Technology, Guntur",Unknown,Unknown,
7934,"Universal College of Engineering and Technology, Vallioor",Unknown,Unknown,
7935,"Universal College of Engineering, Thane",Unknown,Unknown,
7936,"Universal Engineering College, Thrissur",Unknown,Unknown,
7937,"Universal Institute of Engineering and Technology, Mohali",Unknown,Unknown,
7938,"Universal Institute of Technology, Hisar",Unknown,Unknown,
7939,"Universal Polytechnic College, Mahwa",Unknown,Unknown,
7940,"Universal Polytechnic College, Mohali",Unknown,Unknown,
7941,"Universal Technical College, Jaipur",Unknown,Unknown,
7942,"University BDT College of Engineering, Davangere",Unknown,Unknown,
7943,"University College of Engineering, Adikavi Nannaya University, Rajahmundry",Unknown,Unknown,
7944,"University College of Engineering and Technology, Bikaner",Unknown,Unknown,
7945,"University College of Engineering and Technology for Women KU Campus, Warangal",Unknown,Unknown,
7946,"UCET Hazaribag - University College of Engineering and Technology, Vinoba Bhave University, Hazaribag",Unknown,Unknown,
7947,"University College of Engineering, Ariyalur",Unknown,Unknown,
7948,"University College of Engineering, Arni",Unknown,Unknown,
7949,"AUBIT - University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",Unknown,Unknown,
7950,"University College of Engineering, Dindigul",Unknown,Unknown,
7951,"University College of Engineering JNTUK, Narasaraopet",Unknown,Unknown,
7952,"UCE-KU - University College of Engineering, Kakatiya University, Kothagudem",Unknown,Unknown,
7953,"UCEK Kancheepuram - University College of Engineering, Kancheepuram",Unknown,Unknown,
7954,"University College of Engineering, Kariavattom",Unknown,Unknown,
7955,"UCEN Nagercoil - University College of Engineering, Nagercoil",Unknown,Unknown,
7956,"University College of Engineering, Osmania University, Hyderabad",Unknown,Unknown,
7957,"University College of Engineering, Panruti",Unknown,Unknown,
7958,"University College of Engineering, Pattukkottai",Unknown,Unknown,
7959,"University College of Engineering, Punjabi University, Patiala",Unknown,Unknown,
7960,"University College of Engineering, Ramanathapuram",Unknown,Unknown,
7961,"University College of Engineering, Thirukkuvalai",Unknown,Unknown,
7962,"UCE Thodupuzha - University College of Engineering, Thodupuzha",Unknown,Unknown,
7963,"University College of Engineering, Tindivanam",Unknown,Unknown,
7964,"University College of Engineering, Villupuram",Unknown,Unknown,
7965,"University College of Science, Technology and Agriculture, Kolkata",Unknown,Unknown,
7966,"University College of Science, Technology, University of Calcutta, Kolkata",Unknown,Unknown,
7967,"University College of Science, Tumakuru",Unknown,Unknown,
7968,"University College of Technology, Osmania University, Hyderabad",Unknown,Unknown,
7969,"University Institute of Architecture, Mohali",Unknown,Unknown,
7970,"UICT Jalgaon - University Institute of Chemical Technology, Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Unknown,Unknown,
7971,"University Institute of Computer Science and Applications, Rani Durgavati Vishwavidyalaya, Jabalpur",Unknown,Unknown,
7972,"University Institute of Computing, Chandigarh University, Chandigarh",Unknown,Unknown,
7973,"University Institute of Design, Chandigarh University, Chandigarh",Unknown,Unknown,
7974,"UIET Kanpur - University Institute of Engineering and Technology CSJMU, Kanpur",Unknown,Unknown,
7975,"UIET Kurukshetra - University Institute of Engineering and Technology, Kurukshetra University, Kurukshetra",Unknown,Unknown,
7976,"UIET MDU Rohtak - University Institute of Engineering and Technology, Maharshi Dayanand University, Rohtak",Unknown,Unknown,
7977,"UIET Chandigarh - University Institute of Engineering and Technology, Panjab University, Chandigarh",Unknown,Unknown,
7978,"University Institute of Engineering, Chandigarh University, Chandigarh",Unknown,Unknown,
7979,"University Institute of Technology, Kuravankonam",Unknown,Unknown,
7980,"UIT RGPV Bhopal - University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Unknown,Unknown,
7981,"University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya, Shahdol",Unknown,Unknown,
7982,"UIIT Shimla - University Institute of Technology, Shimla",Unknown,Unknown,
7983,"University Institute of Technology, Shivpuri",Unknown,Unknown,
7984,"UIT Burdwan - University Institute of Technology, The University of Burdwan, Burdwan",Unknown,Unknown,
7985,"University Polytechnic, Aligarh Muslim University, Aligarh",Unknown,Unknown,
7986,"University Polytechnic, BIT Mesra, Ranchi",Unknown,Unknown,
7987,"University Polytechnic, Jamia Millia Islamia, New Delhi",Unknown,Unknown,
7988,"University Polytechnic, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Unknown,Unknown,
7989,"University School of Architecture and Planning, Delhi",Unknown,Unknown,
7990,"USAR, GGSIPU - University School of Automation and Robotics, New Delhi",Unknown,Unknown,
7991,"University School of Bio-Technology, Delhi",Unknown,Unknown,
7992,"University School of Chemical Technology, Delhi",Unknown,Unknown,
7993,"University School of Design and Innovation, New Delhi",Unknown,Unknown,
7994,"USICT Delhi - University School of Information Communication and Technology, Delhi",Unknown,Unknown,
7995,"University School of Management and Entrepreneurship, Delhi Technological University, Delhi",Unknown,Unknown,
7996,"USMS IPU - University School of Management Studies, GGS IP University, Delhi",Unknown,Unknown,
7997,"UVCE Bangalore - University Visvesvaraya College of Engineering, Bangalore",Unknown,Unknown,
7998,"University VOC College of Engineering, Thoothukudi",Unknown,Unknown,
7999,"University Women's Polytechnic, Aligarh Muslim University, Aligarh",Unknown,Unknown,
8000,"Unnamalai Institute of Technology, Thoothukudi",Unknown,Unknown,
8001,"Unnati Management College and Technology, Mathura",Unknown,Unknown,
8002,"UP College of Polytechnic for Research, Saharanpur",Unknown,Unknown,
8003,"UPTTI Kanpur - UP Textile Technology Institute, Kanpur",Unknown,Unknown,
8004,"Urmila College of Technology and Management, Faizabad",Unknown,Unknown,
8005,"Usha Mittal Institute of Technology, Mumbai",Unknown,Unknown,
8006,"Usha Rama College of Engineering and Technology, Krishna",Unknown,Unknown,
8007,"US Ostwal College of Engineering, Chittorgarh",Unknown,Unknown,
8008,"US Ostwal Institute of Architecture, Chittorgarh",Unknown,Unknown,
8009,"US Ostwal Institute of Technology and Science, Chittorgarh",Unknown,Unknown,
8010,"USP Polytechnic College, Kodikurichi",Unknown,Unknown,
8011,"Utkal Gourav Madhusudan Institute of Technology, Rayagada",Unknown,Unknown,
8012,"Utkal Institute of Engineering and Technology, Bhubaneswar",Unknown,Unknown,
8013,"Utkalmani Gopabandhu Institute of Engineering, Rourkela",Unknown,Unknown,
