S.No,University Name,State/UT,Type,Year Established
4482,"Indira Gandhi College of Arts and Science, Ernakulam",Unknown,Unknown,
4483,"Indira Gandhi College of Engineering and Technology for Women, Kancheepuram",Unknown,Unknown,
4484,"IGEC Sagar - Indira Gandhi Engineering College, Sagar",Unknown,Unknown,
4485,"Indira Gandhi Government Polytechnic College, Chhindwara",Unknown,Unknown,
4486,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",Unknown,Unknown,
4487,"Indira Gandhi Institute of Polytechnic and Engineering, Ernakulam",Unknown,Unknown,
4488,"IGIT Sarang - Indira Gandhi Institute of Technology, Sarang",Unknown,Unknown,
4489,"Indira Gandhi Polytechnic College, Asamannoor",Unknown,Unknown,
4490,"Indira Gandhi Polytechnic College, Mahe",Unknown,Unknown,
4491,"IIAE Pune - Indira Institute of Aircraft Engineering, Pune",Unknown,Unknown,
4492,"Indira Institute of Diploma Engineering, Solapur",Unknown,Unknown,
4493,"Indira Institute of Engineering and Technology, Thiruvallur",Unknown,Unknown,
4494,"Indira Institute of Technology and Sciences, Markapur",Unknown,Unknown,
4495,"Indira Institute of Technology Polytechnic, Nanded",Unknown,Unknown,
4496,"Indira Priyadarshini College of Engineering and Technology for Women, Kurnool",Unknown,Unknown,
4497,"Indo Global College of Architecture, Mohali",Unknown,Unknown,
4498,"Indo Global College of Engineering, Mohali",Unknown,Unknown,
4499,"Indore Institute of Science and Technology-II, Indore",Unknown,Unknown,
4500,"IIST Indore - Indore Institute of Science and Technology, Indore",Unknown,Unknown,
4501,"Indore International College, Indore",Unknown,Unknown,
4502,"Indore Women's Polytechnic College, Indore",Unknown,Unknown,
4503,"Indotech College of Engineering, Bhubaneswar",Unknown,Unknown,
4504,"Indo Universal College Of Management and Technology, Baghpat",Unknown,Unknown,
4505,"Indra Ganesan College of Engineering, Tiruchirappalli",Unknown,Unknown,
4506,"Indraprastha Institute of Management and Technology, Saharanpur",Unknown,Unknown,
4507,"Indraprastha Institute of Technology and Management, New Delhi",Unknown,Unknown,
4508,"Indraprastha Institute of Technology, JP Nagar",Unknown,Unknown,
4509,"Indu Prakash Polytechnic College, Mau",Unknown,Unknown,
4510,"Indur Institute of Engineering and Technology, Siddipet",Unknown,Unknown,
4511,"Indus College of Engineering, Bhubaneswar",Unknown,Unknown,
4512,"Indus College of Engineering, Coimbatore",Unknown,Unknown,
4513,"Indus Institute of Engineering and Technology, Jind",Unknown,Unknown,
4514,"Indus Institute of Technology and Engineering, Ahmedabad",Unknown,Unknown,
4515,"IITM Kanpur - Indus Institute of Technology and Management, Kanpur",Unknown,Unknown,
4516,"IDC IIT Bombay - Industrial Design Centre, Indian Institute of Technology, Mumbai",Unknown,Unknown,
4517,"Infant Jesus College of Engineering and Technology, Thoothukudi",Unknown,Unknown,
4518,"Infant Jesus College of Engineering, Thoothukudi",Unknown,Unknown,
4519,"Infinity Institute of Management and Technology, Saharanpur",Unknown,Unknown,
4520,"Infinity Institute of Technology, Allahabad",Unknown,Unknown,
4521,"IMEC Sagar - Infinity Management and Engineering College, Sagar",Unknown,Unknown,
4522,"IIE Coimbatore - Info Institute of Engineering, Coimbatore",Unknown,Unknown,
4523,"IDEMI Mumbai - Institute for Design of Electrical Measuring Instruments, Mumbai",Unknown,Unknown,
4524,"IEHE Bhopal - Institute for Excellence in Higher Education, Bhopal",Unknown,Unknown,
4525,"Institute of Advanced Management and Technology, Meerut",Unknown,Unknown,
4526,"Institute of Advance Education and Research, Kolkata",Unknown,Unknown,
4527,"IARE Hyderabad - Institute of Aeronautical Engineering, Dundigal",Unknown,Unknown,
4528,"Institute of Applied Medicine and Research, Ghaziabad (IAMR Ghaziabad) - Institute of Applied Medicine and Research, Ghaziabad",Unknown,Unknown,
4529,"Institute of Architecture and Planning, Nirma University, Ahmedabad",Unknown,Unknown,
4530,"Institute of Architecture and Town Planning, Sitapur",Unknown,Unknown,
4531,"Institute of Ceramic Technology, Cuddalore",Unknown,Unknown,
4532,"Institute of Chemical Technology, Chennai",Unknown,Unknown,
4533,"Institute of Chemical Technology Mumbai, Indian Oil Odisha Campus, Bhubaneswar",Unknown,Unknown,
4534,"Institute of Chemical Technology Mumbai, Marathwada Campus, Jalna",Unknown,Unknown,
4535,"Institute of Civil and Rural Engineering, Kolhapur",Unknown,Unknown,
4536,"Institute of Communication and Information Technology, Mokokchung",Unknown,Unknown,
4537,"Institute of Computer Science, Vikram University, Ujjain",Unknown,Unknown,
4538,"IDEAS Nagpur - Institute of Design Education and Architectural Studies, Nagpur",Unknown,Unknown,
4539,"Institute of Design Environment and Architecture, Nashik",Unknown,Unknown,
4540,"Institute of Design, Nirma University, Ahmedabad",Unknown,Unknown,
4541,"Institute of Engineering and Industrial Technology, Durgapur",Unknown,Unknown,
4542,"IEM Kolkata - Institute of Engineering and Management, Kolkata",Unknown,Unknown,
4543,"Institute of Engineering and Management, Koraput",Unknown,Unknown,
4544,"Institute of Engineering and Management, Mathura",Unknown,Unknown,
4545,"IERT Allahabad - Institute of Engineering and Rural Technology, Allahabad",Unknown,Unknown,
4546,"Institute of Engineering and Rural Technology, Sitapur",Unknown,Unknown,
4547,"IPS Academy Indore - Institute of Engineering and Science, IPS Academy, Indore",Unknown,Unknown,
4548,"Institute of Engineering and Technology, Alwar",Unknown,Unknown,
4549,"Institute of Engineering and Technology, Bhaddal",Unknown,Unknown,
4550,"Institute of Engineering and Technology, Bundelkhand University, Jhansi",Unknown,Unknown,
4551,"IET DAVV Indore - Institute of Engineering and Technology Devi Ahilya Vishwavidyalaya, Indore",Unknown,Unknown,
4552,"IET Agra - Institute of Engineering and Technology, Dr BR Ambedkar University, Agra",Unknown,Unknown,
4553,"Institute of Engineering and Technology, Dr Ram Manohar Lohia Avadh University, Faizabad",Unknown,Unknown,
4554,"Institute of Engineering and Technology, Indore",Unknown,Unknown,
4555,"IET Lucknow - Institute of Engineering and Technology, Lucknow",Unknown,Unknown,
4556,"Institute of Engineering and Technology, Mohanlal Sukhadia University, Udaipur",Unknown,Unknown,
4557,"IET Sitapur - Institute of Engineering and Technology, Sitapur",Unknown,Unknown,
4558,"Institute of Engineering, Jiwaji University, Gwalior",Unknown,Unknown,
4559,"Institute of Environmental Studies, Kurukshetra University, Kurukshetra",Unknown,Unknown,
4560,"Institute of Good Manufacturing Practices India, New Delhi",Unknown,Unknown,
4561,"Institute of Human Resources Development, Trivandrum",Unknown,Unknown,
4562,"Institute of Industrial Safety Professionals of India, Mumbai",Unknown,Unknown,
4563,"IITM Gurgaon - Institute of Information Technology and Management, Gurgaon",Unknown,Unknown,
4564,"Institute of Information Technology and Management, Gwalior",Unknown,Unknown,
4565,"Institute of Knowledge College of Engineering, Pune",Unknown,Unknown,
4566,"Institute of Leather Technology, Chennai",Unknown,Unknown,
4567,"IMIT Cuttack - Institute of Management and Information Technology, Cuttack",Unknown,Unknown,
4568,"Institute of Management, Nirma University, Ahmedabad",Unknown,Unknown,
4569,"Institute of Mass Communication and Media Technology, Kurukshetra University, Kurukshetra",Unknown,Unknown,
4570,"IMA Bhubaneswar - Institute of Mathematics and Applications, Bhubaneswar",Unknown,Unknown,
4571,"Institute of People's Science and Technology, Chitrakoot",Unknown,Unknown,
4572,"Institute of Polytechnic Engineering, Bhopal",Unknown,Unknown,
4573,"Institute of Printing Technology and Government Polytechnic College, Shoranur",Unknown,Unknown,
4574,"Institute of Printing Technology, Chennai",Unknown,Unknown,
4575,"Institute of Radio Physics and Electronics, University of Calcutta, Kolkata",Unknown,Unknown,
4576,"Institute of Road Transport Polytechnic College, Bargur",Unknown,Unknown,
4577,"Institute of Science and Technology for Advanced Studies and Research, Vallabh Vidyanagar",Unknown,Unknown,
4578,"Institute of Science and Technology, Jawaharlal Nehru Technological University, Hyderabad",Unknown,Unknown,
4579,"Institute of Science and Technology, Klawad",Unknown,Unknown,
4580,"Institute of Science and Technology, Paschim Medinipur",Unknown,Unknown,
4581,"Institute of Science, Nagpur",Unknown,Unknown,
4582,"Institute of Shipbuilding Technology, Goa",Unknown,Unknown,
4583,"ITM Aligarh - Institute of Technology and Management, Aligarh",Unknown,Unknown,
4584,"Institute of Technology and Management, Bhilwara",Unknown,Unknown,
4585,"ITM Gorakhpur - Institute of Technology and Management, Gorakhpur",Unknown,Unknown,
4586,"ITM Lucknow - Institute of Technology and Management, Lucknow",Unknown,Unknown,
4587,"Institute of Technology and Management, Maharajganj",Unknown,Unknown,
4588,"ITM Meerut - Institute of Technology and Management, Meerut",Unknown,Unknown,
4589,"Institute of Technology and Management Universe, Vadodara",Unknown,Unknown,
4590,"Institute of Technology and Science, Gariaband",Unknown,Unknown,
4591,"Institute of Technology and Sciences, Bhiwani",Unknown,Unknown,
4592,"Institute of Technology for Women, Gorakhpur",Unknown,Unknown,
4593,"Institute of Technology, Ganpat University, Mehsana",Unknown,Unknown,
4594,"Institute of Technology, Gopeshwar",Unknown,Unknown,
4595,"Institute of Technology, Korba",Unknown,Unknown,
4596,"Institute of Technology Marine Engineering, South 24 Parganas",Unknown,Unknown,
4597,"Institute of Technology, Nirma University, Ahmedabad",Unknown,Unknown,
4598,"Institute of Technology Roorkee, Roorkee",Unknown,Unknown,
4599,"Institute of Technology, University of Kashmir, Zakura Campus, Srinagar",Unknown,Unknown,
4600,"Institute of Technology, Uttarkashi",Unknown,Unknown,
4601,"Institute of Textile Technology, Chennai",Unknown,Unknown,
4602,"Institute of Textile Technology, Choudwar",Unknown,Unknown,
4603,"Institute of Tool Engineering, Dindigul",Unknown,Unknown,
4604,"Institute of Tool Room Training, Lucknow",Unknown,Unknown,
4605,"Institute of Vertex Technology, Yamuna Nagar",Unknown,Unknown,
4606,"Integral Institute of Information Technology and Management, Gwalior",Unknown,Unknown,
4607,"Integrated Institute of Technology, Dwarka",Unknown,Unknown,
4608,"Intellectual Engineering College, Anantapur",Unknown,Unknown,
4609,"Intellectual Institute of Technology, Anantapur",Unknown,Unknown,
4610,"Intell Engineering College, Anantapur",Unknown,Unknown,
4611,"International College of Engineering, Ghaziabad",Unknown,Unknown,
4612,"International Institute for Aerospace Engineering and Management, Jain University, Bangalore",Unknown,Unknown,
4613,"IIET Bhubaneswar - International Institute of Engineering and Technology, Bhubaneswar",Unknown,Unknown,
4614,"IIET Kurukshetra - International Institute of Engineering and Technology, Kurukshetra",Unknown,Unknown,
4615,"International Institute of Fashion Technology, South Extension, New Delhi",Unknown,Unknown,
4616,"International Institute of Information Technology, Pune",Unknown,Unknown,
4617,"IIPS Indore - International Institute of Professional Studies, Devi Ahilya University, Indore",Unknown,Unknown,
4618,"International Institute of Technology and Business, Sonipat",Unknown,Unknown,
4619,"IITM Sonepat - International Institute of Technology and Management, Sonipat",Unknown,Unknown,
4620,"IMI Greater Noida - International Maritime Institute, Greater Noida",Unknown,Unknown,
4621,"International School of Photonics, Cochin University of Science and Technology, Kochi",Unknown,Unknown,
4622,"Invertis Institute of Engineering and Technology, Bareilly",Unknown,Unknown,
4623,"Ipcowala Institute of Engineering and Technology, Anand",Unknown,Unknown,
4624,"IPS College of Technology and Management, Gwalior",Unknown,Unknown,
4625,"IRT Polytechnic College, Tirunelveli",Unknown,Unknown,
4626,"Isabella Thoburn College Professional Studies, Lucknow",Unknown,Unknown,
4627,"ISBM College of Engineering, Pune",Unknown,Unknown,
4628,"Ishan Institute of Architecture and Planning, Greater Noida",Unknown,Unknown,
4629,"Ishwarchand Vidya Sagar Institute of Technology, Mathura",Unknown,Unknown,
4630,"Ishwar Institute of Technology and Research, Faridabad",Unknown,Unknown,
4631,"Islamiah Institute of Technology, Bangalore",Unknown,Unknown,
4632,"ISL Engineering College, Hyderabad",Unknown,Unknown,
4633,"Iswar Saran Degree College, Allahabad",Unknown,Unknown,
4634,"ITM College of Engineering, Nagpur",Unknown,Unknown,
4635,"ITM College of Polytechnic, Maharajganj",Unknown,Unknown,
4636,"ITM Gwalior - ITM Institute of Technology and Management, Gwalior",Unknown,Unknown,
4637,"ITS Engineering College, Greater Noida",Unknown,Unknown,
4638,"JEC Jabalpur - Jabalpur Engineering College, Jabalpur",Unknown,Unknown,
4639,"Jacob Institute of Biotechnology and Bio Engineering, Allahabad",Unknown,Unknown,
4640,"JCET Yavatmal - Jagadambha College of Engineering and Technology, Yavatmal",Unknown,Unknown,
4641,"Jagadguru Dattatray College of Technology, Indore",Unknown,Unknown,
4642,"Jagannath Barooah College, Jorhat",Unknown,Unknown,
4643,"JNIT Jaipur - Jagan Nath Gupta Institute of Engineering and Technology, Jaipur",Unknown,Unknown,
4644,"JITM Paralakhemundi - Jagannath Institute for Technology and Management, Paralakhemundi",Unknown,Unknown,
4645,"Jagannath Institute of Engineering and Technology, Cuttack",Unknown,Unknown,
4646,"Jagannath Institute of Technology, Chennai",Unknown,Unknown,
4647,"Jagan's College of Engineering and Technology, Nellore",Unknown,Unknown,
4648,"Jagruti Degree and PG College, Hyderabad",Unknown,Unknown,
4649,"Jagruti Institute of Engineering and Technology, Ibrahimpatnam",Unknown,Unknown,
4650,"Jahangirabad Institute of Technology, Barabanki",Unknown,Unknown,
4651,"Jai Bharath Arts and Science College, Cochin",Unknown,Unknown,
4652,"Jai Bharath College of Management and Engineering Technology, Perumbavoor",Unknown,Unknown,
4653,"JCOE Kuran - Jaihind College of Engineering, Pune",Unknown,Unknown,
4654,"Jai Krishna Polytechnic College, Tiruvannamalai",Unknown,Unknown,
4655,"Jain AGM Institute of Technology, Jamkhandi",Unknown,Unknown,
4656,"Jai Narain College of Technology and Science, Bhopal",Unknown,Unknown,
4657,"JNCT Bhopal - Jai Narain College of Technology, Bhopal",Unknown,Unknown,
4658,"Jain College of Engineering and Research, Belagavi",Unknown,Unknown,
4659,"Jain College of Engineering and Technology, Hubballi",Unknown,Unknown,
4660,"Jain College of Engineering, Belgaum",Unknown,Unknown,
4661,"Jain Deemed to be University, Kochi Campus",Unknown,Unknown,
4662,"Jainee College of Engineering and Technology, Aathupattiprivu",Unknown,Unknown,
4663,"Jain Institute of Technology, Davangere",Unknown,Unknown,
4664,"Jai Parkash Mukand Lal Innovative Engineering and Technology Institute, Radaur",Unknown,Unknown,
4665,"JECRC Jaipur - Jaipur Engineering College and Research Centre, Jaipur",Unknown,Unknown,
4666,"JEC Jaipur - Jaipur Engineering College, Jaipur",Unknown,Unknown,
4667,"JIEM Jaipur - Jaipur Institute of Engineering and Management, Jaipur",Unknown,Unknown,
4668,"Jaipur Institute of Engineering and Technology, Jaipur",Unknown,Unknown,
4669,"Jaipur Institute of Polytechnic and Technology, Jaipur",Unknown,Unknown,
4670,"Jaipur Institute of Technology- Group of Institutions, Jaipur",Unknown,Unknown,
4671,"Jairam Arts and Science College, Salem",Unknown,Unknown,
4672,"Jairupaa College of Engineering, Tiruppur",Unknown,Unknown,
4673,"Jai Shriram Engineering College, Tirupur",Unknown,Unknown,
4674,"Jakir Hossain Institute of Polytechnic, Murshidabad",Unknown,Unknown,
4675,"JGEC Jalpaiguri - Jalpaiguri Government Engineering College, Jalpaiguri",Unknown,Unknown,
4676,"Jalpaiguri Institute of Technology, Jalpaiguri",Unknown,Unknown,
4677,"Jalpaiguri Polytechnic Institute, Jalpaiguri",Unknown,Unknown,
4678,"James College of Engineering and Technology, Kanyakumari",Unknown,Unknown,
4679,"Jamia Institute of Engineering and Management Studies, Nandurbar",Unknown,Unknown,
4680,"Jamui Institute of Technology, Jamui",Unknown,Unknown,
4681,"Jan Nayak Ch Devi Lal Memorial College of Engineering, Sirsa",Unknown,Unknown,
4682,"Jansons Institute of Technology, Coimbatore",Unknown,Unknown,
4683,"Jasdev Singh Sandhu Institute of Engineering and Technology, Patiala",Unknown,Unknown,
4684,"Jasdev Singh Sandhu Polytechnic College, Patiala",Unknown,Unknown,
4685,"Jashodaba Polytechnic Institute, Sidhpur",Unknown,Unknown,
4686,"Jasoda Devi Polytechnic College, Jaipur",Unknown,Unknown,
4687,"Jaswant Singh Bhadauria Institute of Technology, Mathura",Unknown,Unknown,
4688,"Jat College of Polytechnic, Kaithal",Unknown,Unknown,
4689,"Jathedar Ujjagar Singh Sekhwan Institute, Gurdaspur",Unknown,Unknown,
4690,"Jauhar Institute of Engineering and Technology, Rampur",Unknown,Unknown,
4691,"Jawahar Education Society's AC Patil College of Engineering, Navi Mumbai",Unknown,Unknown,
4692,"Jawahar Education Society's Institute of Technology, Management and Research, Nashik",Unknown,Unknown,
4693,"Jawahar Engineering College, Chennai",Unknown,Unknown,
4694,"JCET Ottapalam - Jawaharlal College of Engineering and Technology, Palakkad",Unknown,Unknown,
4695,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",Unknown,Unknown,
4696,"Jawaharlal Institute of Technology, Borawan",Unknown,Unknown,
4697,"JNAFAU SPA Hyderabad - Jawaharlal Nehru Architecture and Fine Arts University School of Planning and Architecture, Hyderabad",Unknown,Unknown,
4698,"JNCT Rewa - Jawaharlal Nehru College of Technology, Rewa",Unknown,Unknown,
4699,"JNGEC Sundernagar - Jawaharlal Nehru Government Engineering College, Sundernagar",Unknown,Unknown,
4700,"JNIT Hyderabad - Jawaharlal Nehru Institute of Technology, Ibrahimpatnam",Unknown,Unknown,
4701,"JNNCE Shimoga - Jawaharlal Nehru National College of Engineering, Shimoga",Unknown,Unknown,
4702,"JNTUCEK Kakinada - Jawaharlal Nehru Technological University College of Engineering, Kakinada",Unknown,Unknown,
4703,"Jaya Agricultural College, Thiruvallur",Unknown,Unknown,
4704,"JCAS Chennai - Jaya College of Arts and Science, Thiruninravur",Unknown,Unknown,
4705,"Jaya College of Engineering and Technology, Chennai",Unknown,Unknown,
4706,"JEC Chennai - Jaya Engineering College, Chennai",Unknown,Unknown,
4707,"Jaya Institute of Technology and Science for Women, Warangal",Unknown,Unknown,
4708,"Jaya Institute of Technology, Kanchipadi",Unknown,Unknown,
4709,"Jayalakshmi Institute of Technology, Dharmapuri",Unknown,Unknown,
4710,"Jayamatha Engineering College, Kanyakumari",Unknown,Unknown,
4711,"Jayam College of Engineering and Technology, Dharmapuri",Unknown,Unknown,
4712,"Jayam Polytechnic College, Dharmapuri",Unknown,Unknown,
4713,"JITS Warangal - Jayamukhi Institute of Technological Sciences, Narsampet",Unknown,Unknown,
4714,"Jaya Polytechnic College, Thiruvallur",Unknown,Unknown,
4715,"Jaya Prakash Narayan College of Engineering, Mahabubnagar",Unknown,Unknown,
4716,"Jayaraj Annapackiam CSI College of Engineering, Nazareth",Unknown,Unknown,
4717,"Jayaraj Annapackiam CSI Polytechnic College, Tuticorin",Unknown,Unknown,
4718,"Jayaram College of Engineering and Technology, Thuraiyur",Unknown,Unknown,
4719,"Jayaram Polytechnic College, Tiruchirappalli",Unknown,Unknown,
4720,"Jaya Sakthi Engineering College, Thiruninravur",Unknown,Unknown,
4721,"Jaya Suriya Engineering College, Thiruvallur",Unknown,Unknown,
4722,"Jayawantrao Sawant College of Engineering, Pune",Unknown,Unknown,
4723,"Jaysingpur College, Jaysingpur",Unknown,Unknown,
4724,"Jaywant College of Engineering and Polytechnic, Sangli",Unknown,Unknown,
4725,"JBIET Hyderabad - JB Institute of Engineering and Technology, Hyderabad",Unknown,Unknown,
4726,"JBIT Dehradun - JB Institute of Technology, Dehradun",Unknown,Unknown,
4727,"JBR Architecture College, Hyderabad",Unknown,Unknown,
4728,"JCD Polytechnic College, Sirsa",Unknown,Unknown,
4729,"JCT College of Engineering and Technology, Pichanur",Unknown,Unknown,
4730,"JCT Polytechnic College, Pichanur",Unknown,Unknown,
4731,"JD College of Engineering and Management, Nagpur",Unknown,Unknown,
4732,"JD Institute of Engineering and Technology, Amethi",Unknown,Unknown,
4733,"JD Institute of Fashion Technology, Bangalore",Unknown,Unknown,
4734,"JD Institute of Fashion Technology, Thane",Unknown,Unknown,
4735,"JDT Islam Polytechnic College, Kozhikode",Unknown,Unknown,
4736,"JECRC UDML College of Engineering, Jaipur",Unknown,Unknown,
4737,"Jeevan Polytechnic College, Manapparai",Unknown,Unknown,
4738,"Jeeva's Polytechnic College, Coimbatore",Unknown,Unknown,
4739,"JEI Mathaajee College of Engineering, Kancheepuram",Unknown,Unknown,
4740,"Jeppiaar Engineering College, Chennai",Unknown,Unknown,
4741,"Jeppiaar Institute of Technology, Kunnam",Unknown,Unknown,
4742,"Jeppiaar Maamallan Engineering College, Sriperumbudur",Unknown,Unknown,
4743,"JEPPIAAR SRR Engineering College, Chennai",Unknown,Unknown,
4744,"JCE Chennai - Jerusalem College of Engineering, Chennai",Unknown,Unknown,
4745,"Jesu Polytechnic College, Pudukkottai",Unknown,Unknown,
4746,"Jeya Polytechnic College, Thoothukudi",Unknown,Unknown,
4747,"Jhadeswar Institute of Engineering and Technology, Balasore",Unknown,Unknown,
4748,"Jhulelal Institute of Architecture, Nagpur",Unknown,Unknown,
4749,"JIT Nagpur - Jhulelal Institute of Technology, Nagpur",Unknown,Unknown,
4750,"Jhunjhunwala PG College Faculty of Engineering and Technology, Faizabad",Unknown,Unknown,
4751,"Jhunjhunwala PG College, Faizabad",Unknown,Unknown,
4752,"Jiaganj College of Engineering and Technology, Murshidabad",Unknown,Unknown,
4753,"JIET Institute of Design and Technology, Jodhpur",Unknown,Unknown,
4754,"Jija Mata Government Polytechnic College, Burhanpur",Unknown,Unknown,
4755,"Jijau Institute of Engineering Technology and Management, Nanded",Unknown,Unknown,
4756,"Jindal Institute of Polytechnic, Meerut",Unknown,Unknown,
4757,"Jind Institute of Engineering and Technology, Jind",Unknown,Unknown,
4758,"Jind Polytechnic College, Jind",Unknown,Unknown,
4759,"JIS College of Engineering, Nadia",Unknown,Unknown,
4760,"JIS Institute of Advanced Studies and Research, Kolkata",Unknown,Unknown,
4761,"JIS Institute of Skill Development, Kolkata",Unknown,Unknown,
4762,"JJ College of Engineering and Technology, Tiruchirappalli",Unknown,Unknown,
4763,"JJ Polytechnic College, Tiruchirappalli",Unknown,Unknown,
4764,"JK College of Architecture, Dindigul",Unknown,Unknown,
4765,"JKIAPT Allahabad - JK Institute of Applied Physics and Technology, Allahabad",Unknown,Unknown,
4766,"JK Institute of Engineering, Bilaspur",Unknown,Unknown,
4767,"JKK Munirajah College of Technology, Erode",Unknown,Unknown,
4768,"JKK Nataraja College of Arts and Science, Natarajapuram",Unknown,Unknown,
4769,"JKK Nattraja College of Engineering and Technology, Komarapalayam",Unknown,Unknown,
4770,"JLD College of Engineering and Management, Baruipur",Unknown,Unknown,
4771,"JEMC Baruipur - JLD Engineering and Management College, Baruipur",Unknown,Unknown,
4772,"Jnana Vikas Institute of Technology, Bangalore",Unknown,Unknown,
4773,"JNN Arts and Science Women's College, Tiruvallur",Unknown,Unknown,
4774,"JNN Institute of Engineering, Tiruvallur",Unknown,Unknown,
4775,"JNTUA CEA Anantapur - JNTUA College of Engineering, Anantapur",Unknown,Unknown,
4776,"JNTUA College of Engineering, Kalikiri",Unknown,Unknown,
4777,"JNTUACEP Pulivendula - JNTUA College of Engineering, Pulivendula",Unknown,Unknown,
4778,"JNTUHCEH Hyderabad - JNTUH College of Engineering, Hyderabad",Unknown,Unknown,
4779,"JNTUH College of Engineering, Karimnagar",Unknown,Unknown,
4780,"JNTUH College of Engineering, Manthani",Unknown,Unknown,
4781,"JNTUH College of Engineering, Sultanpur",Unknown,Unknown,
4782,"JNTUH College of Engineering, Wanaparthy",Unknown,Unknown,
4783,"JNTUH University College of Engineering, Mahabubabad",Unknown,Unknown,
4784,"JNTUH University College of Engineering, Rajanna Sircilla",Unknown,Unknown,
4785,"JNTUK University College of Engineering, Vizianagaram",Unknown,Unknown,
4786,"JIET Jodhpur - Jodhpur Institute of Engineering and Technology, Jodhpur",Unknown,Unknown,
4787,"Joe Suresh Engineering College, Tirunelveli",Unknown,Unknown,
4788,"Jogaiah Institute of Technology and Sciences, Palakole",Unknown,Unknown,
4789,"Jogesh Chandra Chowdhury College, Kolkata",Unknown,Unknown,
4790,"Joginpally B R Engineering College, Moinabad",Unknown,Unknown,
4791,"Joginpally M N Rao Women's Engineering College, Hyderabad",Unknown,Unknown,
4792,"John Bosco Engineering College, Tiruvallur",Unknown,Unknown,
4793,"John Bosco Polytechnic College, Tiruvallur",Unknown,Unknown,
4794,"John Cox Memorial CSI Institute of Technology, Thiruvananthapuram",Unknown,Unknown,
4795,"JEC Jorhat - Jorhat Engineering College, Jorhat",Unknown,Unknown,
4796,"JIST Jorhat - Jorhat Institute of Science and Technology, Jorhat",Unknown,Unknown,
4797,"JP College of Arts and Science, Tirunelveli",Unknown,Unknown,
4798,"JP College of Engineering, Tenkasi",Unknown,Unknown,
4799,"JPIET Meerut - JP Institute of Engineering and Technology, Meerut",Unknown,Unknown,
4800,"JP Institute of Technology and Management, Lucknow",Unknown,Unknown,
4801,"JP Institute of Technology, Nalanda",Unknown,Unknown,
4802,"JR Polytechnic College, Alandur",Unknown,Unknown,
4803,"JS Institute of Design, New Delhi",Unknown,Unknown,
4804,"JS Institute of Management and Technology, Shikohabad",Unknown,Unknown,
4805,"JSPM's Bhivarabai Sawant Institute of Technology and Research for Women, Satara",Unknown,Unknown,
4806,"JSPMs Bhivarabai Sawant Institute of Technology and Research, Pune",Unknown,Unknown,
4807,"JSPM's Dr NP Hirani Institute of Polytechnic, Pusad",Unknown,Unknown,
4808,"JSS Institute of Architecture and Planning, Dharwad",Unknown,Unknown,
4809,"JSS KH Kabbur Institute of Engineering, Dharwad",Unknown,Unknown,
4810,"JT Mahajan College of Engineering, Faizpur",Unknown,Unknown,
4811,"JBAS College Chennai - Justice Basheer Ahmed Sayeed College for Women, Chennai",Unknown,Unknown,
4812,"JV Mandal's Polytechnic College, Terdal",Unknown,Unknown,
4813,"JEC Thrissur - Jyothi Engineering College, Thrissur",Unknown,Unknown,
4814,"Jyothishmathi College of Engineering and Technology, Shamirpet",Unknown,Unknown,
4815,"Jyothishmathi Institute of Technological Sciences, Karimnagar",Unknown,Unknown,
4816,"Jyothishmathi Institute of Technology and Science, Karimnagar",Unknown,Unknown,
4817,"Jyothy Institute of Technology, Bangalore",Unknown,Unknown,
4818,"Jyoti and Bhupat Mehta School of Health Sciences and Technology, Indian Institute of Technology Guwahati",Unknown,Unknown,
4819,"Jyotiraditya Institute of Technology Management and Research, Pratapgarh",Unknown,Unknown,
4820,"Kaamadhenu Arts and Science College, Erode",Unknown,Unknown,
4821,"Kabi Samrat Upendra Bhanja College, Bhanjanagar",Unknown,Unknown,
4822,"KNP Bhopal - Kailash Narayan Patidar College of Science and Technology, Bhopal",Unknown,Unknown,
4823,"Kai Sau Sunitatai Eknathrao Dhakane Polytechnic College, Shevgaon",Unknown,Unknown,
4824,"Kakaraparti Bhavanarayana College, Kothapeta",Unknown,Unknown,
4825,"Kakaraparti Bhavanarayana College PG Centre, Vijayawada",Unknown,Unknown,
4826,"Kakaraparti Bhavnarayana College, Vijayawada",Unknown,Unknown,
4827,"Kakatiya Institute of Technology and Science for Women, Nizamabad",Unknown,Unknown,
4828,"KITSW Warangal - Kakatiya Institute of Technology and Science, Warangal",Unknown,Unknown,
4829,"Kakinada Institute of Engineering and Technology for Women, Korangi",Unknown,Unknown,
4830,"KIET Korangi - Kakinada Institute of Engineering and Technology-II, Korangi",Unknown,Unknown,
4831,"Kakinada Institute of Engineering and Technology, Korangi",Unknown,Unknown,
4832,"Kakinada Institute of Technological Sciences, Ramachandrapuram",Unknown,Unknown,
4833,"KITS Divili - Kakinada Institute of Technology and Science, Divili",Unknown,Unknown,
4834,"Kalaivani College of Technology, Coimbatore",Unknown,Unknown,
4835,"Kalam Institute of Technology, Berhampur",Unknown,Unknown,
4836,"Kalam Institute of Technology Polytechnic, Berhampur",Unknown,Unknown,
4837,"Kalaniketan Polytechnic College, Jabalpur",Unknown,Unknown,
4838,"Kalapandian Polytechnic College, Theni",Unknown,Unknown,
